anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,03H00018,SANTA MARIANITA DE BORRERO,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,17H00662,SANTIAGO DE GUAYAQUIL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,149
2023-2024 Inicio,22H00476,SANTIAGO DE QUITO,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,"Educación Inicial, Educación General Básica y Bachillerato",Particular,47
2023-2024 Inicio,10H00290,SANTISIMO SACRAMENTO,IMBABURA,10,COTACACHI,1003,"Educación Inicial, Educación General Básica y Bachillerato",Particular,18
2023-2024 Inicio,13H00384,SANTO TOMAS,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,17H02450,SANTO TOMAS DE AQUINO,PICHINCHA,17,RUMIÑAHUI,1705,"Educación Inicial, Educación General Básica y Bachillerato",Particular,56
2023-2024 Inicio,21H00713,SARAGURO,SUCUMBIOS,21,CASCALES,2106,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,16B00073,SARAYAKU,PASTAZA,16,PASTAZA,1601,Educación General Básica y Bachillerato,Fiscal,12
2023-2024 Inicio,13H03399,SATHYA SAI,MANABI,13,SUCRE,1314,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,24
2023-2024 Inicio,13H03094,SEBASTIAN MUÑOZ,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,99
2023-2024 Inicio,02H00658,SEGUNDO ULPIANO FIGUEROA,BOLIVAR,2,CALUMA,206,Educación General Básica y Bachillerato,Municipal,17
2023-2024 Inicio,17H03140,SHAKESPEARE SCHOOL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,19
2023-2024 Inicio,13H03183,SIMON BOLIVAR,MANABI,13,ROCAFUERTE,1312,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,58
2023-2024 Inicio,17H00791,SIMON BOLIVAR,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,437
2023-2024 Inicio,17H01072,SURCOS,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,18
2023-2024 Inicio,17H02344,TABACUNDO,PICHINCHA,17,PEDRO MONCAYO,1704,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,248
2023-2024 Inicio,17H00535,TECNICO ECUADOR,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,78
2023-2024 Inicio,17H00307,TECNICO SALESIANO DON BOSCO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscomisional,278
2023-2024 Inicio,13H00111,TENIENTE HUGO ORTIZ,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,24
2023-2024 Inicio,17H02185,THOMAS RUSSELL,PICHINCHA,17,CAYAMBE,1702,"Educación Inicial, Educación General Básica y Bachillerato",Particular,34
2023-2024 Inicio,13H00475,TIBURCIO MACIAS,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,77
2023-2024 Inicio,13H05366,TRES CHARCOS,MANABI,13,ROCAFUERTE,1312,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,17H01758,TRES DE DICIEMBRE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,133
2023-2024 Inicio,02B00113,U E COMUNITARIA INTERCULTURAL BILINGÜE ALEJANDRO ANDRADE COELLO,BOLIVAR,2,GUARANDA,201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,17H02218,UE CARLOS VICENTE ANDRADE,PICHINCHA,17,CAYAMBE,1702,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,17H00364,UE FISCOMISIONAL SANTA CRUZ DE LA PROVIDENCIA FE Y ALEGRIA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,27
2023-2024 Inicio,17H02359,UE LEOPOLDO N CHAVEZ,PICHINCHA,17,PEDRO MONCAYO,1704,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,17H00097,UE PARTICULAR CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION N2,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,45
2023-2024 Inicio,17H04166,UE PERPETUO SOCORRO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,24
2023-2024 Inicio,08B00044,UECIB FISCOMISIONAL MARIA REINA DEL MUNDO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,27
2023-2024 Inicio,06B00517,UECIB GALO ATIAGA BUSTILLOS,CHIMBORAZO,6,GUAMOTE,606,Educación General Básica y Bachillerato,Fiscomisional,8
2023-2024 Inicio,21B00025,UECIB RICARDO CERDA TAPUY,SUCUMBIOS,21,LAGO AGRIO,2101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,3
2023-2024 Inicio,10B00102,UECIB SAN AGUSTIN DE CAJAS,IMBABURA,10,OTAVALO,1004,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,10B00163,UECIB SAN FRANCISCO DE PALMIRA,IMBABURA,10,SAN MIGUEL DE URCUQUI,1006,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,17H00422,UEP BILINGÜE ACADEMIA MILITAR GENERAL MIGUEL ITURRALDE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,67
2023-2024 Inicio,10H00086,UNDAD EDUCATIVA 28 DE SEPTIEMBRE,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,21
2023-2024 Inicio,15H00055,UNIDA EDUCATIVA ESPECIALIZADA MONSEÑOR MAXIMILIANO SPILLER,NAPO,15,TENA,1501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,12
2023-2024 Inicio,08H00584,UNIDAD   EDUCATIVA  FISCOMISIONAL SAN LUIS GONZAGA,ESMERALDAS,8,MUISNE,803,Educación General Básica y Bachillerato,Fiscomisional,27
2023-2024 Inicio,19H00016,UNIDAD  EDUCATIVA    12 DE FEBRERO,ZAMORA CHINCHIPE,19,ZAMORA,1901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,221
2023-2024 Inicio,05H00399,UNIDAD  EDUCATIVA  GUAPARA,COTOPAXI,5,PANGUA,503,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,70
2023-2024 Inicio,13H05418,UNIDAD  EDUCATIVA  MARCOS STENIO HERRERA LOOR,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,08H00726,UNIDAD  EDUCATIVA  PARTICULAR JAMBELI,ESMERALDAS,8,QUININDE,804,Educación General Básica y Bachillerato,Particular,20
2023-2024 Inicio,24H00031,UNIDAD  EDUCATIVA  PROF CLEOFE APOLINARIO ORRALA,SANTA ELENA,24,SANTA ELENA,2401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,13H02382,UNIDAD  EDUCATIVA  SAN JUAN,MANABI,13,MANTA,1308,Educación General Básica y Bachillerato,Fiscal,38
2023-2024 Inicio,13H02401,UNIDAD  EDUCATIVA FISCAL BOLIVIA NO 72,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,13H02738,UNIDAD  EDUCATIVA LUIS A MARTINEZ,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,39
2023-2024 Inicio,09H03723,UNIDAD  EDUCATIVA PARTICULAR AMERICA DEL SUR,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,63
2023-2024 Inicio,11H00092,UNIDAD  EDUCATIVA PIO JARAMILLO ALVARADO,LOJA,11,LOJA,1101,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,174
2023-2024 Inicio,12H01887,UNIDAD  EDUCATIVA PRIMERO DE AGOSTO,LOS RIOS,12,MOCACHE,1212,Educación General Básica y Bachillerato,Particular,42
2023-2024 Inicio,12H01139,UNIDAD  EDUCATIVA SEIS DE OCTUBRE DE VENTANAS,LOS RIOS,12,VENTANAS,1207,Educación General Básica y Bachillerato,Fiscal,317
2023-2024 Inicio,13H02465,UNIDAD  EDUCATIVA UMIÑA,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,59
2023-2024 Inicio,03H00463,UNIDAD  EDUCATIVA VICTOR HUGO ABAD MUÑOZ,CAÑAR,3,CAÑAR,303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,14B00242,UNIDAD COMUNITARIA INTERCULTURAL BILINGÜE TIWI,MORONA SANTIAGO,14,TAISHA,1409,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,20H00041,UNIDAD DE EDUCACIÓN  ESPECIALIZADA GALAPAGOS,GALAPAGOS,20,SANTA CRUZ,2003,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,2
2023-2024 Inicio,08H02155,UNIDAD DE EDUCACION ESPECIAL  NUEVO AMANECER,ESMERALDAS,8,MUISNE,803,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,09H03470,UNIDAD DE EDUCACION ESPECIAL FISCAL DR FERNANDO LOPEZ LARA,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,01H00988,UNIDAD DE EDUCACIÓN ESPECIAL GUALACEO,AZUAY,1,GUALACEO,103,Educación General Básica y Bachillerato,Fiscal,7
2023-2024 Inicio,14H00707,UNIDAD DE EDUCACION ESPECIAL JUAN TOLEDO TORRES,MORONA SANTIAGO,14,LIMON INDANZA,1403,Educación General Básica y Bachillerato,Fiscal,6
2023-2024 Inicio,03H00046,UNIDAD DE EDUCACION ESPECIAL MANUELA ESPEJO,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,01H01160,UNIDAD DE EDUCACIÓN ESPECIAL NICOLÁS VÁSQUEZ,AZUAY,1,PAUTE,105,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,13H02167,UNIDAD DE EDUCACIÓN ESPECIALIZADA  ANGELICA FLORES ZAMBRANO,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,18H00025,"UNIDAD DE EDUCACIÓN ESPECIALIZADA ""DR. CAMILO GALLEGOS DOMÍNGUEZ""",TUNGURAHUA,18,AMBATO,1801,Educación General Básica y Bachillerato,Fiscal,5
2023-2024 Inicio,13H04778,UNIDAD DE EDUCACION ESPECIALIZADA 16 DE NOVIEMBRE,MANABI,13,SAN VICENTE,1322,Educación General Básica y Bachillerato,Fiscal,5
2023-2024 Inicio,07H00354,UNIDAD DE EDUCACION ESPECIALIZADA 3 DE DICIEMBRE,EL ORO,7,MACHALA,701,Educación General Básica y Bachillerato,Fiscal,7
2023-2024 Inicio,13H01876,UNIDAD DE EDUCACION ESPECIALIZADA ANA LUZ SOLIS,MANABI,13,JIPIJAPA,1306,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,19H00011,UNIDAD DE EDUCACION ESPECIALIZADA ANDRES FRANCISCO CORDOVA,ZAMORA CHINCHIPE,19,ZAMORA,1901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,07H01499,UNIDAD DE EDUCACIÓN ESPECIALIZADA CARIÑO,EL ORO,7,PASAJE,709,Educación General Básica y Bachillerato,Fiscal,10
2023-2024 Inicio,20H00048,UNIDAD DE EDUCACIÓN ESPECIALIZADA CORAZONES UNIDOS,GALAPAGOS,20,SAN CRISTOBAL,2001,Educación General Básica y Bachillerato,Fiscal,2
2023-2024 Inicio,04H00003,UNIDAD DE EDUCACION ESPECIALIZADA DEL CARCHI,CARCHI,4,TULCAN,401,Educación General Básica y Bachillerato,Fiscal,3
2023-2024 Inicio,08H01180,UNIDAD DE EDUCACION ESPECIALIZADA ENRIQUE BARTOLUCCI,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,07H00719,UNIDAD DE EDUCACION ESPECIALIZADA HUAQUILLAS,EL ORO,7,HUAQUILLAS,707,Educación General Básica y Bachillerato,Fiscal,16
2023-2024 Inicio,13H00962,UNIDAD DE EDUCACION ESPECIALIZADA JUNTOS VENCEREMOS,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,07H01291,UNIDAD DE EDUCACIÓN ESPECIALIZADA KLEBER TINOCO PINEDA,EL ORO,7,ARENILLAS,702,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,07H01058,UNIDAD DE EDUCACION ESPECIALIZADA MANUEL BENJAMIN PESANTES VALAREZO,EL ORO,7,SANTA ROSA,712,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,3
2023-2024 Inicio,04H00462,UNIDAD DE EDUCACIÓN ESPECIALIZADA MANUELA ESPEJO,CARCHI,4,ESPEJO,403,Educación General Básica y Bachillerato,Fiscal,1
2023-2024 Inicio,16H00001,UNIDAD DE EDUCACION ESPECIALIZADA PUYO,PASTAZA,16,PASTAZA,1601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,13H00800,UNIDAD DE EDUCACION ESPECIALIZADA YAMIL DOUMET SEPAK,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,09H03548,UNIDAD EDUCACTIVA PARTICULAR EZRA TAFT BENSON,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,28
2023-2024 Inicio,19H00083,UNIDAD EDUCATIVA    IMBANA,ZAMORA CHINCHIPE,19,ZAMORA,1901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,08H00874,UNIDAD EDUCATIVA   ARMADA NACIONAL,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,08H01284,UNIDAD EDUCATIVA   CESAR PLAZA MONZON,ESMERALDAS,8,ATACAMES,806,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,08H00669,UNIDAD EDUCATIVA   CHAMANGA,ESMERALDAS,8,MUISNE,803,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,94
2023-2024 Inicio,14H00166,UNIDAD EDUCATIVA   CIUDAD DE AZOGUES,MORONA SANTIAGO,14,GUALAQUIZA,1402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,05H00840,UNIDAD EDUCATIVA   INTERNACIONAL COTOPAXI,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Particular,3
2023-2024 Inicio,08H00580,UNIDAD EDUCATIVA   MUISNE,ESMERALDAS,8,MUISNE,803,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,145
2023-2024 Inicio,08H00094,UNIDAD EDUCATIVA   NELSON ORTIZ STEFANUTO,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,40
2023-2024 Inicio,13H02048,UNIDAD EDUCATIVA   PEDRO PABLO GOMEZ,MANABI,13,JIPIJAPA,1306,Educación General Básica y Bachillerato,Fiscal,22
2023-2024 Inicio,08H00412,UNIDAD EDUCATIVA   WALTER QUIÑONEZ SEVILLA,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,190
2023-2024 Inicio,09H05531,"UNIDAD EDUCATIVA  ""DR FRANCISCO ARIZAGA LUQUE""",GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Fiscal,145
2023-2024 Inicio,08H01119,UNIDAD EDUCATIVA  15 DE AGOSTO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,39
2023-2024 Inicio,08H00391,UNIDAD EDUCATIVA  15 DE MARZO,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,35
2023-2024 Inicio,05H00617,UNIDAD EDUCATIVA  19 DE SEPTIEMBRE,COTOPAXI,5,SALCEDO,505,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,215
2023-2024 Inicio,08H00804,UNIDAD EDUCATIVA  24 DE MAYO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,30
2023-2024 Inicio,14H00277,UNIDAD EDUCATIVA  24 DE MAYO,MORONA SANTIAGO,14,SANTIAGO,1405,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,29
2023-2024 Inicio,09H03791,UNIDAD EDUCATIVA  29 DE SEPTIEMBRE,GUAYAS,9,EL EMPALME,908,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,126
2023-2024 Inicio,02H00493,UNIDAD EDUCATIVA  5 DE OCTUBRE,BOLIVAR,2,ECHEANDIA,204,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,89
2023-2024 Inicio,21H00417,UNIDAD EDUCATIVA  8 DE MARZO,SUCUMBIOS,21,PUTUMAYO,2103,Educación General Básica y Bachillerato,Fiscal,70
2023-2024 Inicio,12H00139,UNIDAD EDUCATIVA  ABDON CALDERON MUÑOZ,LOS RIOS,12,BABAHOYO,1201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,12H00718,UNIDAD EDUCATIVA  AMERICA,LOS RIOS,12,QUEVEDO,1205,"Educación Inicial, Educación General Básica y Bachillerato",Particular,116
2023-2024 Inicio,08H00811,UNIDAD EDUCATIVA  ANDRES F CORDOVA,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,54
2023-2024 Inicio,03H00207,UNIDAD EDUCATIVA  ANDRES GURITAVE,CAÑAR,3,AZOGUES,301,Educación General Básica y Bachillerato,Fiscal,29
2023-2024 Inicio,08H01384,UNIDAD EDUCATIVA  ARMENGOL LARA VALENCIA,ESMERALDAS,8,RIOVERDE,807,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,44
2023-2024 Inicio,08H01275,UNIDAD EDUCATIVA  ATACAMES,ESMERALDAS,8,ATACAMES,806,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,272
2023-2024 Inicio,06H00326,UNIDAD EDUCATIVA  AUTACHI,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,24H00260,UNIDAD EDUCATIVA  AYANGUE,SANTA ELENA,24,SANTA ELENA,2401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,06H01094,UNIDAD EDUCATIVA  BATZACÓN,CHIMBORAZO,6,GUANO,607,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,17H01739,"UNIDAD EDUCATIVA  BILINGÜE ""SEK - LOS VALLES""",PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,27
2023-2024 Inicio,17H01755,UNIDAD EDUCATIVA  BILINGÜE MENOR SAN FRANCISCO DE QUITO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,116
2023-2024 Inicio,13H00783,UNIDAD EDUCATIVA  BOLIVAR,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,31
2023-2024 Inicio,13H04196,UNIDAD EDUCATIVA  BRASIL LEONIDAS GARCIA,MANABI,13,JAMA,1320,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,75
2023-2024 Inicio,02H00659,UNIDAD EDUCATIVA  CALUMA,BOLIVAR,2,CALUMA,206,Educación General Básica y Bachillerato,Fiscal,301
2023-2024 Inicio,09H00327,UNIDAD EDUCATIVA  CARLOS ARMANDO ROMERO RODAS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,113
2023-2024 Inicio,08H01120,UNIDAD EDUCATIVA  CARLOS CUEVA TAMARIZ,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,06H01238,UNIDAD EDUCATIVA  CARLOS MARIA DE  LA CONDAMINE,CHIMBORAZO,6,PALLATANGA,608,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,68
2023-2024 Inicio,05H00114,UNIDAD EDUCATIVA  CATORCE DE JULIO   JUAN ABEL  ECHEVERRIA,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,53
2023-2024 Inicio,07H00550,UNIDAD EDUCATIVA  CHILLA,EL ORO,7,CHILLA,705,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,25
2023-2024 Inicio,08H01369,UNIDAD EDUCATIVA  CHONTADURO,ESMERALDAS,8,RIOVERDE,807,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,16
2023-2024 Inicio,08H00815,UNIDAD EDUCATIVA  CIUDAD DE GUARANDA,ESMERALDAS,8,QUININDE,804,Educación General Básica y Bachillerato,Fiscal,22
2023-2024 Inicio,07H00320,UNIDAD EDUCATIVA  CIUDAD DE MACHALA,EL ORO,7,MACHALA,701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,100
2023-2024 Inicio,06H00145,UNIDAD EDUCATIVA  COMBATIENTES DE TAPI,CHIMBORAZO,6,RIOBAMBA,601,Educación General Básica y Bachillerato,Fiscal,158
2023-2024 Inicio,17B00058,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGÜE AMAWTA RIKCHARI,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,14B00261,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGUE KAMIJIU,MORONA SANTIAGO,14,TAISHA,1409,Educación General Básica y Bachillerato,Fiscal,9
2023-2024 Inicio,01B00054,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGUE SHIÑA,AZUAY,1,NABON,104,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,29
2023-2024 Inicio,14B00092,UNIDAD EDUCATIVA  CORDILLERA DEL  CONDOR,MORONA SANTIAGO,14,LIMON INDANZA,1403,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,18H00518,UNIDAD EDUCATIVA  COTALO,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,12H00145,UNIDAD EDUCATIVA  DARIO C GUEVARA,LOS RIOS,12,BABAHOYO,1201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,49
2023-2024 Inicio,08H00241,UNIDAD EDUCATIVA  DEL MILENIO CHINCA,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,83
2023-2024 Inicio,09H05500,UNIDAD EDUCATIVA  DEL MILENIO DR ALFREDO RAUL VERA VERA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,226
2023-2024 Inicio,08H01433,UNIDAD EDUCATIVA  DEL MILENIO PROFESORA CONSUELO BENAVIDES,ESMERALDAS,8,SAN LORENZO,805,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,55
2023-2024 Inicio,02H00219,UNIDAD EDUCATIVA  DIEGO DE ALMAGRO,BOLIVAR,2,GUARANDA,201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,111
2023-2024 Inicio,08H00187,UNIDAD EDUCATIVA  DR  LUIS PRADO VITERI,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,36
2023-2024 Inicio,11H00465,UNIDAD EDUCATIVA  DR BALTAZAR AGUIRRE,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,29
2023-2024 Inicio,24H00161,UNIDAD EDUCATIVA  DR EMILIANO CRESPO TORAL,SANTA ELENA,24,SANTA ELENA,2401,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,63
2023-2024 Inicio,12H01102,UNIDAD EDUCATIVA  DR JAIME ROLDOS AGUILERA,LOS RIOS,12,VENTANAS,1207,"Educación Inicial, Educación General Básica y Bachillerato",Particular,36
2023-2024 Inicio,07H00574,UNIDAD EDUCATIVA  DR JOSE MARIA VELASCO IBARRA,EL ORO,7,EL GUABO,706,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,277
2023-2024 Inicio,05H00213,UNIDAD EDUCATIVA  DR MARIO MALDONADO,COTOPAXI,5,LATACUNGA,501,Educación General Básica y Bachillerato,Fiscal,3
2023-2024 Inicio,09H00093,UNIDAD EDUCATIVA  DR RAFAEL GARCIA GOYENA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,191
2023-2024 Inicio,08H00400,UNIDAD EDUCATIVA  EDILFO BENNETT ANGULO,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,42
2023-2024 Inicio,06H00168,UNIDAD EDUCATIVA  EL DESPERTAR,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,25
2023-2024 Inicio,06H00602,UNIDAD EDUCATIVA  ELOY ALFARO,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,19
2023-2024 Inicio,11H00370,UNIDAD EDUCATIVA  ELVIA BÉLGICA JIMÉNEZ DE GONZÁLEZ,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,18H00065,UNIDAD EDUCATIVA  EMANUEL,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Particular,17
2023-2024 Inicio,07H00332,UNIDAD EDUCATIVA  ENRIQUE MORA SARES,EL ORO,7,MACHALA,701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,69
2023-2024 Inicio,08H01558,UNIDAD EDUCATIVA  EUGENIO CHUZING ALDAZ,ESMERALDAS,8,RIOVERDE,807,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,08H00080,UNIDAD EDUCATIVA  FAUSTO MOLINA,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,101
