anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,05H00240,UNIDAD EDUCATIVA  FEDERACIÓN DEPORTIVA DE COTOPAXI,COTOPAXI,5,LA MANA,502,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,174
2023-2024 Inicio,09H01098,UNIDAD EDUCATIVA  FISCAL 26 DE NOVIEMBRE,GUAYAS,9,GUAYAQUIL,901,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,126
2023-2024 Inicio,09H01803,UNIDAD EDUCATIVA  FISCAL ADALBERTO ORTIZ QUIÑONEZ,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,164
2023-2024 Inicio,09H05745,UNIDAD EDUCATIVA  FISCAL ALEJANDRO JATIVA MARTINEZ,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,98
2023-2024 Inicio,09H05983,UNIDAD EDUCATIVA  FISCAL BERNARDITA CORREA DELGADO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,90
2023-2024 Inicio,17H01367,UNIDAD EDUCATIVA  FISCAL FUERZA AEREA ECUATORIANA N1,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,160
2023-2024 Inicio,09H05712,UNIDAD EDUCATIVA  FISCAL JULIO ESTRADA ICAZA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,112
2023-2024 Inicio,13H02711,UNIDAD EDUCATIVA  FISCAL MIGUEL ANGEL TORRES LUNA,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,05H00147,UNIDAD EDUCATIVA  FISCAL PATRIA,COTOPAXI,5,LATACUNGA,501,Educación General Básica y Bachillerato,Fiscal,76
2023-2024 Inicio,09H05461,UNIDAD EDUCATIVA  FISCAL TRANSITO AMAGUAÑA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,385
2023-2024 Inicio,09H01182,UNIDAD EDUCATIVA  FISCAL VIOLETA LUNA CARRERA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,142
2023-2024 Inicio,08H01199,UNIDAD EDUCATIVA  FISCOMISIONAL 10 DE AGOSTO,ESMERALDAS,8,SAN LORENZO,805,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,103
2023-2024 Inicio,13H02443,UNIDAD EDUCATIVA  FISCOMISIONAL JOSE DE ANCHIETA FE Y ALEGRIA NO 3,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,151
2023-2024 Inicio,11H01836,UNIDAD EDUCATIVA  FISCOMISIONAL JULIO ERNESTO CELI,LOJA,11,ESPINDOLA,1106,Educación General Básica y Bachillerato,Fiscomisional,29
2023-2024 Inicio,14H00324,UNIDAD EDUCATIVA  FISCOMISIONAL RIO UPANO,MORONA SANTIAGO,14,SUCUA,1406,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,111
2023-2024 Inicio,01H00475,UNIDAD EDUCATIVA  FISCOMISIONAL TECNICO SALESIANO,AZUAY,1,CUENCA,101,Educación General Básica y Bachillerato,Fiscomisional,384
2023-2024 Inicio,11H01444,UNIDAD EDUCATIVA  FRANCISCO CAMPOS,LOJA,11,SARAGURO,1111,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,06H00061,UNIDAD EDUCATIVA  GEORGE WASHINGTON,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,6
2023-2024 Inicio,12H00435,UNIDAD EDUCATIVA  GUARE,LOS RIOS,12,BABA,1202,Educación General Básica y Bachillerato,Fiscal,23
2023-2024 Inicio,05H00318,UNIDAD EDUCATIVA  GUASAGANDA,COTOPAXI,5,LA MANA,502,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,57
2023-2024 Inicio,07H00289,UNIDAD EDUCATIVA  HÉROES DE JAMBELÍ,EL ORO,7,MACHALA,701,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,09H04202,UNIDAD EDUCATIVA  IBRAILA WONSANG DE ASAN,GUAYAS,9,MILAGRO,910,"Educación Inicial, Educación General Básica y Bachillerato",Particular,41
2023-2024 Inicio,03H00439,UNIDAD EDUCATIVA  INGAPIRCA,CAÑAR,3,CAÑAR,303,Educación General Básica y Bachillerato,Fiscal,35
2023-2024 Inicio,06B00106,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE CHIMBORAZO,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,06B00096,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE INTERANDINA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,18B00008,UNIDAD EDUCATIVA  INTERCULTURAL BILINGÜE LUIS CHIRIBOGA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,06B00072,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE SANGAY,CHIMBORAZO,6,RIOBAMBA,601,Educación General Básica y Bachillerato,Fiscal,11
2023-2024 Inicio,06B00020,UNIDAD EDUCATIVA  INTERCULTURAL BILINGUE SHIRY CACHA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,06H00232,UNIDAD EDUCATIVA  ISABEL DE GODIN,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,276
2023-2024 Inicio,05H00781,UNIDAD EDUCATIVA  ISINLIVI,COTOPAXI,5,SIGCHOS,507,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,10H00410,UNIDAD EDUCATIVA  JACINTO COLLAHUAZO,IMBABURA,10,OTAVALO,1004,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,299
2023-2024 Inicio,13H04195,UNIDAD EDUCATIVA  JAMA,MANABI,13,JAMA,1320,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,109
2023-2024 Inicio,17H00926,UNIDAD EDUCATIVA  JORGE CRUZ POLANCO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,13H02136,UNIDAD EDUCATIVA  JUAN ANTONIO VERGARA,MANABI,13,JUNIN,1307,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,57
2023-2024 Inicio,08H00276,UNIDAD EDUCATIVA  JUAN MONTALVO,ESMERALDAS,8,RIOVERDE,807,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,60
2023-2024 Inicio,13H04021,UNIDAD EDUCATIVA  JUAN MONTALVO,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,42
2023-2024 Inicio,02H00137,UNIDAD EDUCATIVA  LA PALMA,BOLIVAR,2,GUARANDA,201,Educación General Básica y Bachillerato,Fiscal,9
2023-2024 Inicio,08H01276,UNIDAD EDUCATIVA  LCDA AGUEDA GONZALEZ QUIÑONEZ,ESMERALDAS,8,ATACAMES,806,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,169
2023-2024 Inicio,06H00130,UNIDAD EDUCATIVA  LEONARDO DA VINCI,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,08H00542,UNIDAD EDUCATIVA  LEOPOLDO N CHAVEZ,ESMERALDAS,8,ELOY ALFARO,802,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,25
2023-2024 Inicio,11H01709,UNIDAD EDUCATIVA  LIC  MIGUEL ANTOLIANO SALINAS JARAMILLO,LOJA,11,QUILANGA,1115,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,06H00110,UNIDAD EDUCATIVA  LICEO POLICIAL CHIMBORAZO,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,48
2023-2024 Inicio,20H00027,UNIDAD EDUCATIVA  LOMA LINDA,GALAPAGOS,20,SANTA CRUZ,2003,"Educación Inicial, Educación General Básica y Bachillerato",Particular,12
2023-2024 Inicio,18H00026,UNIDAD EDUCATIVA  LUIS A  MARTINEZ,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,115
2023-2024 Inicio,08H01448,UNIDAD EDUCATIVA  LUIS VARGAS TORRES,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,121
2023-2024 Inicio,11H01239,UNIDAD EDUCATIVA  MANUEL  JOSE  JARAMILLO,LOJA,11,PALTAS,1109,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,03H00530,UNIDAD EDUCATIVA  MANUEL DE  J CALLE,CAÑAR,3,LA TRONCAL,304,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,45
2023-2024 Inicio,03H00166,UNIDAD EDUCATIVA  MANUEL SEGUNDO ORMAZA BRIONES,CAÑAR,3,AZOGUES,301,Educación General Básica y Bachillerato,Fiscal,12
2023-2024 Inicio,08H00073,UNIDAD EDUCATIVA  MARGARITA CORTES,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,198
2023-2024 Inicio,11H00473,UNIDAD EDUCATIVA  MARIA AUXILIADORA,LOJA,11,CALVAS,1102,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,49
2023-2024 Inicio,11H00283,UNIDAD EDUCATIVA  MARIETA DE VEINTIMILLA,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,61
2023-2024 Inicio,18H00036,UNIDAD EDUCATIVA  MARIO COBO BARONA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,304
2023-2024 Inicio,05H00679,UNIDAD EDUCATIVA  MARISCAL ANTONIO JOSE DE SUCRE,COTOPAXI,5,SAQUISILI,506,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,52
2023-2024 Inicio,06H00166,UNIDAD EDUCATIVA  MIGUEL ANGEL LEON PONTON,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,235
2023-2024 Inicio,05H00413,UNIDAD EDUCATIVA  MORASPUNGO,COTOPAXI,5,PANGUA,503,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,134
2023-2024 Inicio,17H01031,UNIDAD EDUCATIVA  MUNICIPAL JUAN WISNETH,PICHINCHA,17,QUITO,1701,Bachillerato y Ofertas Intensivas,Municipal,56
2023-2024 Inicio,01H01085,UNIDAD EDUCATIVA  NABON,AZUAY,1,NABON,104,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,82
2023-2024 Inicio,14H00169,UNIDAD EDUCATIVA  NUEVA TARQUI,MORONA SANTIAGO,14,GUALAQUIZA,1402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,01H01441,UNIDAD EDUCATIVA  OÑA,AZUAY,1,OÑA,110,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,56
2023-2024 Inicio,05H00350,UNIDAD EDUCATIVA  PANGUA,COTOPAXI,5,PANGUA,503,Educación General Básica y Bachillerato,Fiscal,84
2023-2024 Inicio,05H00629,UNIDAD EDUCATIVA  PAPAHURCO,COTOPAXI,5,SALCEDO,505,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,13H02750,UNIDAD EDUCATIVA  PARTICULAR  RUBEN DARIO,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Particular,5
2023-2024 Inicio,17H01019,UNIDAD EDUCATIVA  PARTICULAR ANDINO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,40
2023-2024 Inicio,08H00801,UNIDAD EDUCATIVA  PARTICULAR ANDRÉS BELLO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Particular,3
2023-2024 Inicio,09H01857,UNIDAD EDUCATIVA  PARTICULAR BILINGÜE ESPIRITU SANTO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,88
2023-2024 Inicio,08H00706,UNIDAD EDUCATIVA  PARTICULAR CATOLICA SAGRADA FAMILIA DE NAZARET,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Particular,39
2023-2024 Inicio,08H00045,UNIDAD EDUCATIVA  PARTICULAR CRISTIANA  DEL SALVADOR,ESMERALDAS,8,ESMERALDAS,801,Educación General Básica y Bachillerato,Particular,12
2023-2024 Inicio,09H00674,UNIDAD EDUCATIVA  PARTICULAR INSTITUTO COELLO,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,182
2023-2024 Inicio,01H00451,UNIDAD EDUCATIVA  PARTICULAR INTEGRACION IBEROAMERICANO,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,6
2023-2024 Inicio,23H00755,UNIDAD EDUCATIVA  PARTICULAR JAPON,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,Educación General Básica y Bachillerato,Particular,31
2023-2024 Inicio,17H01384,UNIDAD EDUCATIVA  PARTICULAR JIM IRWIN,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,90
2023-2024 Inicio,07H00571,UNIDAD EDUCATIVA  PARTICULAR JOSE MORA QUIÑONEZ,EL ORO,7,EL GUABO,706,Educación General Básica y Bachillerato,Particular,40
2023-2024 Inicio,09H03727,UNIDAD EDUCATIVA  PARTICULAR LOS ANDES,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,07H00810,UNIDAD EDUCATIVA  PARTICULAR MARISCAL SUCRE,EL ORO,7,PASAJE,709,"Educación Inicial, Educación General Básica y Bachillerato",Particular,14
2023-2024 Inicio,09H01212,UNIDAD EDUCATIVA  PARTICULAR NUESTRA SEÑORA DEL CARMEN,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,45
2023-2024 Inicio,11H00133,UNIDAD EDUCATIVA  PARTICULAR SAN GERARDO,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,68
2023-2024 Inicio,09H06045,UNIDAD EDUCATIVA  PARTICULAR STEINER INTERNACIONAL,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,34
2023-2024 Inicio,13H02333,UNIDAD EDUCATIVA  PARTICULAR TALENTOS DE MANTA,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,47
2023-2024 Inicio,18H00139,UNIDAD EDUCATIVA  PEDRO FERMIN CEVALLOS,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,177
2023-2024 Inicio,18H00279,UNIDAD EDUCATIVA  PILAHUIN,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,25
2023-2024 Inicio,18H00201,UNIDAD EDUCATIVA  PIO LOPEZ,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,09H00346,UNIDAD EDUCATIVA  PROVINCIA DEL AZUAY,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,147
2023-2024 Inicio,12H00874,UNIDAD EDUCATIVA  QUEVEDO,LOS RIOS,12,QUEVEDO,1205,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,560
2023-2024 Inicio,08H00812,UNIDAD EDUCATIVA  QUININDE,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,106
2023-2024 Inicio,08H00395,UNIDAD EDUCATIVA  RAUL DELGADO GARAY,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,12H02518,UNIDAD EDUCATIVA  REPLICA EUGENIO ESPEJO,LOS RIOS,12,BABAHOYO,1201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,96
2023-2024 Inicio,08H00853,UNIDAD EDUCATIVA  REPUBLICA DE CUBA,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,06H00034,UNIDAD EDUCATIVA  RIOBAMBA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,306
2023-2024 Inicio,11H00861,UNIDAD EDUCATIVA  ROSA HERLINDA GARCIA DE GARCIA,LOJA,11,ESPINDOLA,1106,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,34
2023-2024 Inicio,12H01708,UNIDAD EDUCATIVA  SAGRADO CORAZÓN DE JESÙS,LOS RIOS,12,BUENA FE,1210,Educación General Básica y Bachillerato,Fiscomisional,32
2023-2024 Inicio,12H01720,UNIDAD EDUCATIVA  SAN FRANCISCO DE ASIS,LOS RIOS,12,VALENCIA,1211,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,05H00801,UNIDAD EDUCATIVA  SAN FRANCISCO DE LAS PAMPAS,COTOPAXI,5,SIGCHOS,507,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,35
2023-2024 Inicio,08H00620,UNIDAD EDUCATIVA  SAN FRANCISCO DEL CABO,ESMERALDAS,8,MUISNE,803,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,41
2023-2024 Inicio,10B00105,UNIDAD EDUCATIVA  SAN JUAN DE ILUMAN,IMBABURA,10,OTAVALO,1004,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,42
2023-2024 Inicio,06H00237,UNIDAD EDUCATIVA  SANTO TOMAS APOSTOL,CHIMBORAZO,6,RIOBAMBA,601,Educación General Básica y Bachillerato,Fiscomisional,178
2023-2024 Inicio,05H00683,UNIDAD EDUCATIVA  SAQUISILI,COTOPAXI,5,SAQUISILI,506,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,203
2023-2024 Inicio,08H00995,UNIDAD EDUCATIVA  SERAFINA QUINTERO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,16
2023-2024 Inicio,14H00081,UNIDAD EDUCATIVA  SINAI,MORONA SANTIAGO,14,MORONA,1401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,06H01341,UNIDAD EDUCATIVA  SULTANA DE LOS ANDES,CHIMBORAZO,6,CUMANDA,610,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,65
2023-2024 Inicio,01H01445,UNIDAD EDUCATIVA  SUSUDEL,AZUAY,1,OÑA,110,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,13H04783,UNIDAD EDUCATIVA  TABUGA,MANABI,13,JAMA,1320,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,09H04028,UNIDAD EDUCATIVA  TECNOMUNDO,GUAYAS,9,EL TRIUNFO,909,"Educación Inicial, Educación General Básica y Bachillerato",Particular,29
2023-2024 Inicio,09H00135,UNIDAD EDUCATIVA  TEODORO MALDONADO CARBO,GUAYAS,9,GUAYAQUIL,901,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,135
2023-2024 Inicio,17H01721,UNIDAD EDUCATIVA  THOMAS JEFFERSON,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,18
2023-2024 Inicio,13H02170,UNIDAD EDUCATIVA  VEINTICUATRO DE MAYO,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,95
2023-2024 Inicio,05H00091,UNIDAD EDUCATIVA  VICENTE LEON,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,208
2023-2024 Inicio,08H00900,"UNIDAD EDUCATIVA ""10 DE OCTUBRE""",ESMERALDAS,8,QUININDE,804,Educación General Básica y Bachillerato,Fiscal,7
2023-2024 Inicio,10H00545,UNIDAD EDUCATIVA CAHUASQUI,IMBABURA,10,SAN MIGUEL DE URCUQUI,1006,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,13H05362,UNIDAD EDUCATIVA DR MANUEL BENJAMIN CARRION,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,13H05364,UNIDAD EDUCATIVA FRANCISCO ANTONIO DAZA ZAMBRANO,MANABI,13,JUNIN,1307,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,44
2023-2024 Inicio,13H02427,UNIDAD EDUCATIVA LUCIO  ANNEO SENECA,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,28
2023-2024 Inicio,13H05181,UNIDAD EDUCATIVA PEDRO AGUSTIN LOPEZ RAMOS,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,123
2023-2024 Inicio,08H02403,UNIDAD EDUCATIVA ROSA CEVALLOS,ESMERALDAS,8,MUISNE,803,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,33
2023-2024 Inicio,13H05365,UNIDAD EDUCATIVA VICENTE ROCAFUERTE,MANABI,13,JUNIN,1307,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,24
2023-2024 Inicio,06H00774,UNIDAD EDUCATIVA 10 DE AGOSTO,CHIMBORAZO,6,COLTA,603,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,02H00496,UNIDAD EDUCATIVA 10 DE ENERO,BOLIVAR,2,SAN MIGUEL,205,Educación General Básica y Bachillerato,Fiscal,121
2023-2024 Inicio,02H00128,UNIDAD EDUCATIVA 10 DE NOVIEMBRE,BOLIVAR,2,GUARANDA,201,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,37
2023-2024 Inicio,08H00221,UNIDAD EDUCATIVA 10 DE SEPTIEMBRE,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,32
2023-2024 Inicio,21H00543,UNIDAD EDUCATIVA 11 DE JULIO,SUCUMBIOS,21,SHUSHUFINDI,2104,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,112
2023-2024 Inicio,17H03641,UNIDAD EDUCATIVA 11 DE NOVIEMBRE,PICHINCHA,17,MEJIA,1703,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,104
2023-2024 Inicio,12H00987,UNIDAD EDUCATIVA 11 DE OCTUBRE,LOS RIOS,12,URDANETA,1206,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,212
2023-2024 Inicio,08H00695,UNIDAD EDUCATIVA 12 DE ENERO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,29
2023-2024 Inicio,14H00453,UNIDAD EDUCATIVA 12 DE FEBRERO,MORONA SANTIAGO,14,PABLO SEXTO,1411,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,54
2023-2024 Inicio,13H04027,UNIDAD EDUCATIVA 12 DE OCTUBRE,MANABI,13,PEDERNALES,1317,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,32
2023-2024 Inicio,12H01423,UNIDAD EDUCATIVA 13 DE ENERO,LOS RIOS,12,VINCES,1208,Educación General Básica y Bachillerato,Fiscal,124
2023-2024 Inicio,07H00954,UNIDAD EDUCATIVA 13 DE MAYO,EL ORO,7,PORTOVELO,711,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,97
2023-2024 Inicio,13H00788,UNIDAD EDUCATIVA 13 DE OCTUBRE,MANABI,13,BOLIVAR,1302,Educación General Básica y Bachillerato,Fiscal,196
2023-2024 Inicio,23H00661,UNIDAD EDUCATIVA 14 DE ENERO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,05H00550,UNIDAD EDUCATIVA 14 DE OCTUBRE - VICENTE ROCAFUERTE,COTOPAXI,5,PUJILI,504,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,06H00687,UNIDAD EDUCATIVA 15 DE AGOSTO,CHIMBORAZO,6,COLTA,603,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,7
2023-2024 Inicio,03H00031,UNIDAD EDUCATIVA 16 DE ABRIL,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,76
2023-2024 Inicio,01H01584,UNIDAD EDUCATIVA 16 DE JULIO,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,12H00468,UNIDAD EDUCATIVA 16 DE JULIO,LOS RIOS,12,BABA,1202,Educación General Básica y Bachillerato,Fiscal,50
2023-2024 Inicio,12H01191,UNIDAD EDUCATIVA 16 DE MAYO,LOS RIOS,12,QUINSALOMA,1213,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,250
2023-2024 Inicio,08H00431,UNIDAD EDUCATIVA 16 DE OCTUBRE,ESMERALDAS,8,ELOY ALFARO,802,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,67
