Año lectivo,AMIE,Nombre_Institución,Zona,Provincia,Cantón,Parroquia,Sostenimiento,Área,Matricula_Total
2020-2021 Fin,21B00099,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE PROVINCIA DE MORONA SANTIAGO,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,4
2020-2021 Fin,21B00101,JORGE AÑAZCO,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,17
2020-2021 Fin,21B00102,24 DE MAYO,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,67
2020-2021 Fin,21B00103,UE COMUNITARIO INTERCULTURAL BILINGUE GENERAL MIRES,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,100
2020-2021 Fin,21B00104,CECIB PLAYA YACU,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,164
2020-2021 Fin,21B00107,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LUIS FELIPE WAJAREI,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,527
2020-2021 Fin,21B00109,CE COMUNITARIO INTERCULTURAL BILINGUE LORENZO DE GARAICOA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,84
2020-2021 Fin,21B00111,CENTRO EDUCATIVO  COMUNITARIO INTERCULTRUAL BILINGUE NUNKUI,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,28
2020-2021 Fin,21B00112,CE COMUNITARIO  INTERCULTURAL BILINGUE TUPAK  AMARU,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,50
2020-2021 Fin,21B00113,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL AB MARTHA BUCARAM DE ROLDOS,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,514
2020-2021 Fin,21B00116,CENTRO EDUCATIVO  COMUNITARIO INTERCULTURAL BILINGUE TERERE,ZONA 1,SUCUMBIOS,SHUSHUFINDI,PAÑACOCHA,FISCAL,RURAL,58
2020-2021 Fin,21B00118,SEWAYA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,14
2020-2021 Fin,21B00119,JESUS ISACC BARRERA QUIROZ,ZONA 1,SUCUMBIOS,SHUSHUFINDI,PAÑACOCHA,FISCAL,RURAL,45
2020-2021 Fin,21B00120,RIO AGUARICO,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,52
2020-2021 Fin,21B00121,ABEL MAYANCHI,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,18
2020-2021 Fin,21B00123,ATAHUALPA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,11
2020-2021 Fin,21B00124,WUAJOSARA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,15
2020-2021 Fin,21B00125,ÑE ÑEÑA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,17
2020-2021 Fin,21B00126,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE NE EÑA,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),FISCAL,RURAL,17
2020-2021 Fin,21B00128,RUMIÑAHUI,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,13
2020-2021 Fin,21B00130,PACHAKUTIK,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,53
2020-2021 Fin,21B00131,CLEMENTE VARGAS GREFA,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,26
2020-2021 Fin,21B00132,ISHKAY YAKU,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,22
2020-2021 Fin,21B00134,MUSHUK KAWSAY,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,166
2020-2021 Fin,21B00140,MURITI KUCHA,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,30
2020-2021 Fin,21B00141,PAPAYU,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,27
2020-2021 Fin,21B00147,KUILLUR,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,16
2020-2021 Fin,21B00149,TUNA,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,12
2020-2021 Fin,21B00150,CASIMIRO ALVARADO,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,6
2020-2021 Fin,21B00151,DUMBIKI,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,20
2020-2021 Fin,21B00153,KASHA YAKU,ZONA 1,SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,FISCAL,URBANA,20
2020-2021 Fin,21B00154,JUAN LUIS ENTSAKUA NAJARAIP,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,61
2020-2021 Fin,21B00156,VICENTE RAMON ROCA,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,40
2020-2021 Fin,21B00157,ARUTAM,ZONA 1,SUCUMBIOS,LAGO AGRIO,JAMBELI,FISCAL,RURAL,9
2020-2021 Fin,21B00158,TUPAK YUPANKI,ZONA 1,SUCUMBIOS,LAGO AGRIO,JAMBELI,FISCAL,RURAL,43
2020-2021 Fin,21B00159,JUAN ALFONSO CORDOVA,ZONA 1,SUCUMBIOS,LAGO AGRIO,JAMBELI,FISCAL,RURAL,21
2020-2021 Fin,21B00162,DIONICIO ANDY,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,56
2020-2021 Fin,21B00164,ALLISHUNKU,ZONA 1,SUCUMBIOS,CASCALES,SEVILLA,FISCAL,RURAL,49
2020-2021 Fin,21B00165,GREGORIO QUENAMA,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,53
2020-2021 Fin,21B00166,CECIB DE EDUCACION BASICA MIGUEL TANKAMASH,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,20
2020-2021 Fin,21B00167,CECIB DE EDUCACIÓN BÁSICA HUAJOCONE,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,40
2020-2021 Fin,21B00168,SAN JOSE,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,15
2020-2021 Fin,21B00169,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE SAN PEDRO,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,84
2020-2021 Fin,21B00170,CECIB  ARITSIAYA,ZONA 1,SUCUMBIOS,CUYABENO,AGUAS NEGRAS,FISCAL,RURAL,6
2020-2021 Fin,21B00171,CECIB DE EDUCACIÓN BÁSICA POOKOYA,ZONA 1,SUCUMBIOS,CUYABENO,CUYABENO,FISCAL,RURAL,7
2020-2021 Fin,21B00172,CECIB DE EDUCACIÓN BÁSICA CRISTOBAL TAPUY,ZONA 1,SUCUMBIOS,CUYABENO,CUYABENO,FISCAL,RURAL,16
2020-2021 Fin,21B00173,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGUE  VICTOR DAVALOS,ZONA 1,SUCUMBIOS,CUYABENO,CUYABENO,FISCAL,RURAL,197
2020-2021 Fin,21B00177,CECIB DE EDUCACIÓN BÁSICA WAIYA,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,11
2020-2021 Fin,21B00180,CIUDAD DE SALINAS,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,65
2020-2021 Fin,21B00184,HILARIO KIRIK,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,12
2020-2021 Fin,21B00185,ABRAHAM RON,ZONA 1,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,FISCAL,RURAL,21
2020-2021 Fin,21B00186,CUIDAD DE CHIMBO,ZONA 1,SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,FISCAL,RURAL,19
2020-2021 Fin,21B00188,CECIB DE EDUCACIÓN BÁSICA RICARDO SALAZAR,ZONA 1,SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,FISCAL,RURAL,7
2020-2021 Fin,21B00192,CANJANSIE,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,15
2020-2021 Fin,21B00194,CECIB DE EDUCACIÓN BASICA SIMON BOLIVAR,ZONA 1,SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,FISCAL,RURAL,15
2020-2021 Fin,21B00197,LUKATA PAMPA,ZONA 1,SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,FISCAL,RURAL,23
2020-2021 Fin,21B00225,PASHPANCHU,ZONA 1,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,FISCAL,URBANA,24
2020-2021 Fin,21B00226,PUMA URKU,ZONA 1,SUCUMBIOS,LAGO AGRIO,JAMBELI,FISCAL,RURAL,17
2020-2021 Fin,21B00228,CECIB DE EDUCACIÓN BÁSICA ËCOWARI,ZONA 1,SUCUMBIOS,CUYABENO,TARAPOA,FISCAL,URBANA,9
2020-2021 Fin,21B00230,CECIB DE EDUCACIÓN BASICA EDISON MAYANCHA,ZONA 1,SUCUMBIOS,PUTUMAYO,PALMA ROJA,FISCAL,RURAL,13
2020-2021 Fin,21H00002,JORGE AÑAZCO CASTILLO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,391
2020-2021 Fin,21H00003,ILINIZA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,5
2020-2021 Fin,21H00004,JUAN RAMON JIMENEZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,10
2020-2021 Fin,21H00005,MARIETA DE VEINTIMILLA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,19
2020-2021 Fin,21H00012,UNIDAD EDUCATIVA PARTICULAR FREDERICK WINSLOW TAYLOR,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,62
2020-2021 Fin,21H00013,SUCUMBIOS,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,126
2020-2021 Fin,21H00021,JEFFERSON PEREZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,17
2020-2021 Fin,21H00024,26 DE SEPTIEMBRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,425
2020-2021 Fin,21H00031,JUAN RAMON JIMENEZ HERRERA CENTRO DE APOYO TUTORIAL  ABDON CALDERON,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCOMISIONAL,URBANA,31
2020-2021 Fin,21H00038,QUITO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,53
2020-2021 Fin,21H00041,AMAZONAS,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,364
2020-2021 Fin,21H00043,JUAN RAMON JIMENEZ HERRERA CENTRO DE APOYO TUTORIAL NUEVA CREACION,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCOMISIONAL,URBANA,183
2020-2021 Fin,21H00045,16 DE FEBRERO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,233
2020-2021 Fin,21H00063,FUERZA AEREA ECUATORIANA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,242
2020-2021 Fin,21H00069,3 DE DICIEMBRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,92
2020-2021 Fin,21H00073,UNION ECUATORIANA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,26
2020-2021 Fin,21H00075,LUIS NAPOLEON DILLON,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,27
2020-2021 Fin,21H00079,27 DE FEBRERO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,44
2020-2021 Fin,21H00081,CIUDAD DE GUAYAQUIL,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,25
2020-2021 Fin,21H00083,DR CARLOS CUEVA TAMARIZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,10
2020-2021 Fin,21H00084,SANTOS AVELINO SANCHEZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,284
2020-2021 Fin,21H00085,RIO GIRON,ZONA 1,SUCUMBIOS,LAGO AGRIO,10 DE AGOSTO,FISCAL,RURAL,17
2020-2021 Fin,21H00086,RIO UPANO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,12
2020-2021 Fin,21H00087,MARISCAL SUCRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,160
2020-2021 Fin,21H00088,MATILDE HIDALGO DE PROCEL,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,21
2020-2021 Fin,21H00090,TENIENTE HUGO ORTIZ GARCES,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,178
2020-2021 Fin,21H00091,UNIDAD EDUCATIVA PCEI FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA EXTENSIÓN  LUZ Y VIDA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCOMISIONAL,URBANA,39
2020-2021 Fin,21H00095,26 DE MAYO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,50
2020-2021 Fin,21H00096,SARAHURCO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,6
2020-2021 Fin,21H00098,LUZ DE AMERICA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,20
2020-2021 Fin,21H00105,REPUBLICA DE CANADA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,1169
2020-2021 Fin,21H00106,MARCIA MAGDALENA ALTAMIRANO SOLARTE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,32
2020-2021 Fin,21H00107,JAIME ROLDOS AGUILERA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,269
2020-2021 Fin,21H00108,PACIFICO CEMBRANOS,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCOMISIONAL,URBANA,1463
2020-2021 Fin,21H00113,UNIDAD EDUCATIVA JUAN RAMÓN JIMENEZ HERRERA EXTENSIÓN JUAN MONTALVO,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,FISCOMISIONAL,URBANA,68
2020-2021 Fin,21H00114,CARIHUAYRAZO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,28
2020-2021 Fin,21H00119,CIUDAD DEL PUYO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,10
2020-2021 Fin,21H00120,20 DE JUNIO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,631
2020-2021 Fin,21H00123,SAN GABRIEL,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,74
2020-2021 Fin,21H00125,CAYAMBE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,174
2020-2021 Fin,21H00126,UNIDAD EDUCATIVA PCEI  FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA MATRIZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCOMISIONAL,URBANA,440
2020-2021 Fin,21H00128,LAGO AGRIO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,1050
2020-2021 Fin,21H00129,LEOPOLDO LUCERO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,1126
2020-2021 Fin,21H00130,DR CAMILO GALLEGOS DOMINGUEZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,3661
2020-2021 Fin,21H00132,CONSEJO PROVINCIAL DE NAPO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,1487
2020-2021 Fin,21H00134,EL CERVANTES ECUATORIANO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,397
2020-2021 Fin,21H00135,SEGUNDO ORELLANA,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,203
2020-2021 Fin,21H00136,SIMON BOLIVAR,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,286
2020-2021 Fin,21H00138,EJERCITO ECUATORIANO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,1025
2020-2021 Fin,21H00141,ORIENTE ECUATORIANO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,733
2020-2021 Fin,21H00142,NAPO,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,3545
2020-2021 Fin,21H00150,EMANUEL,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,PARTICULAR,URBANA,241
2020-2021 Fin,21H00154,SALOMON HARO VALLE,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,85
2020-2021 Fin,21H00157,LAS AMERICAS,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,319
2020-2021 Fin,21H00159,ANTIZANA,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,12
2020-2021 Fin,21H00161,13 DE NOVIEMBRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,6
2020-2021 Fin,21H00162,ARMANDO LLORY GONZALEZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,9
2020-2021 Fin,21H00164,1 DE JUNIO,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,4
2020-2021 Fin,21H00165,UNIDAD EDUCATIVA PCEI  FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA EXTENSIÓN NUEVO RUMBO,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCOMISIONAL,RURAL,31
2020-2021 Fin,21H00167,MONS.JOSE MARIA RIOFRIO,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,11
2020-2021 Fin,21H00168,DR RAUL CLEMENTE HUERTA,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,14
2020-2021 Fin,21H00169,DURENO,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,549
2020-2021 Fin,21H00170,PASOCHOA,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,23
2020-2021 Fin,21H00173,DR JOSE ANTONIO FALCONI,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,7
2020-2021 Fin,21H00174,ANTONIO FLORES JIJON,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,13
2020-2021 Fin,21H00175,MACHALA,ZONA 1,SUCUMBIOS,LAGO AGRIO,PACAYACU,FISCAL,RURAL,10
2020-2021 Fin,21H00177,24 DE MAYO,ZONA 1,SUCUMBIOS,LAGO AGRIO,DURENO,FISCAL,RURAL,19
2020-2021 Fin,21H00178,TRES PALMAS,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,49
2020-2021 Fin,21H00179,RAFAEL LARREA INSUASTI,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,18
2020-2021 Fin,21H00180,DIEGO DE ALMAGRO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,8
2020-2021 Fin,21H00181,DR JOSE MODESTO ESPINOZA,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,14
2020-2021 Fin,21H00184,PROVINCIA DE SUCUMBIOS,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,21
2020-2021 Fin,21H00185,UNIDAD EDUCATIVA PCEI  FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA EXTENSIÓN SIN FONTERAS,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCOMISIONAL,RURAL,20
2020-2021 Fin,21H00186,DOCTOR GERONIMO CARRION,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,8
2020-2021 Fin,21H00188,JORGE CARRERA ANDRADE,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,3
2020-2021 Fin,21H00189,UNIDAD EDUCATIVA PCEI  FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA EXTENSIÓN TESORO ESCONDIDO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCOMISIONAL,RURAL,9
2020-2021 Fin,21H00195,JOSE LUIS TAMAYO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,8
2020-2021 Fin,21H00196,CIUDAD DE SAN MIGUEL,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,46
2020-2021 Fin,21H00197,DR MIGUEL RIOFRIO PEDREROS,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,8
2020-2021 Fin,21H00198,TRES DE NOVIEMBRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,4
2020-2021 Fin,21H00200,MARTIN LUTHER KING,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,222
2020-2021 Fin,21H00201,ISAAC NEWTON,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,11
2020-2021 Fin,21H00202,VICTOR ALEJANDRO JARAMILLO PEREZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,11
2020-2021 Fin,21H00203,VICENTE ROCAFUERTE,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,11
2020-2021 Fin,21H00205,ANTONIO PARRA VELASCO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,12
2020-2021 Fin,21H00206,RITA LECUMBERRY,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,FISCAL,URBANA,22
2020-2021 Fin,21H00208,BERNARDO DE LEGARDA,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,5
2020-2021 Fin,21H00212,RAUL PEREZ TORRES,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,7
2020-2021 Fin,21H00213,UNIDAD EDUCATIVA PCEI  FISCOMISIONAL JUAN RAMON JIMENEZ HERRERA EXTENSIÓN UNIÓN Y PROGRESO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCOMISIONAL,RURAL,22
2020-2021 Fin,21H00214,DIEGO NOBOA,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,51
2020-2021 Fin,21H00217,RIO UCANO,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,12
2020-2021 Fin,21H00220,ANTONIO JOSE DE SUCRE,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,4
2020-2021 Fin,21H00222,LUIS ESTUPIÑAN LOPEZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,20
2020-2021 Fin,21H00223,VASCO NUÑEZ DE BALBOA,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,157
2020-2021 Fin,21H00225,LEONIDAS PLAZA GUTIERREZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,9
2020-2021 Fin,21H00226,UNIDAD EDUCATIVA RAFAEL RODRIGUEZ PALACIOS,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,494
2020-2021 Fin,21H00228,MANUELITA SAENZ,ZONA 1,SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,FISCAL,RURAL,15
2020-2021 Fin,21H00232,SAN MIGUEL DE BOLIVAR,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,113
2020-2021 Fin,21H00233,JUAN JOSE FLORES,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,31
2020-2021 Fin,21H00235,PROVINCIA DE TUNGURAHUA,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,15
2020-2021 Fin,21H00237,19 DE MARZO,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,20
2020-2021 Fin,21H00238,JUAN DE DIOS MARTINEZ MERA,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,21
2020-2021 Fin,21H00240,RIO AGUARICO,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,21
2020-2021 Fin,21H00245,ALFONSO MORA BOWEN,ZONA 1,SUCUMBIOS,LAGO AGRIO,EL ENO,FISCAL,RURAL,5
